pid,level,level_num,func_dept,region,emailcount,meetingcount,centrality,emailcount_int,meetingcount_int,emailcount_ext,meetingcount_ext,PMmtg,HRmtg,Mktmtg,Opmtg,GAmtg,Salesmtg,RDmtg,PMemail,HRemail,Mktemail,Opemail,GAemail,Salesemail,RDemail,Dir_level,Exc_level,JrIc_level,Mgr_level,SrExec_level,SrIc_level,Sprt_level,C_region,E_region,N_region,S_region,SW_region,W_region,GA_dept,HR_dept,Mkting_dept,Ops_dept,PM_dept,RD_dept,Sales_dept,attainquota
1610,Manager,4,Operations,South,2583,1713,0.16170679,2431,1695,152,18,0,0,0,1620,4,1,70,0,0,0,2084,317,0,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1611,Manager,4,Operations,South,2517,2453,0.17996787,2165,2382,352,71,0,0,0,2244,57,5,76,0,0,0,1802,310,2,51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1612,Manager,4,Operations,South,1703,0,0.11275607,1651,0,52,0,0,0,0,0,0,0,0,0,0,0,1402,245,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1613,Manager,4,Operations,South,1560,0,0.10362924,1556,0,4,0,0,0,0,0,0,0,0,0,0,0,1240,316,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1614,Manager,4,Operations,South,3711,2184,0.19237654,3521,2183,190,1,0,0,0,2113,0,0,70,4,0,0,2807,706,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1616,Manager,4,Operations,South,2993,1351,0.13747522,2613,1215,380,136,0,0,0,1206,0,0,9,1,0,0,2434,145,12,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1622,Manager,4,Operations,South,3554,1803,0.13749009,2882,1597,672,206,0,0,0,1534,16,0,47,0,0,0,2515,310,1,56,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1623,Manager,4,Operations,South,3394,1354,0.11425914,3032,1209,362,145,0,0,0,1190,0,0,19,0,0,0,2540,449,0,43,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1625,Manager,4,Operations,South,15577,1201,0.33667895,11803,1081,3774,120,0,0,0,1053,28,0,0,8,0,0,11014,730,4,47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1627,Junior IC,2,G&A,South,6188,439,0.22443752,4122,397,2066,42,0,0,0,170,186,10,31,0,0,0,1160,2940,3,19,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1628,Junior IC,2,G&A,South,1235,543,0.11411239,1225,518,10,25,0,1,0,173,302,10,32,0,0,0,510,712,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1630,Manager,4,Operations,South,2983,0,0.15780397,2833,0,150,0,0,0,0,0,0,0,0,5,0,61,2456,233,56,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1643,Junior IC,2,R&D,West,3621,595,0.065614924,2289,482,1332,113,0,2,0,187,20,0,273,0,6,0,1180,42,0,1061,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA
1649,Junior IC,2,R&D,West,1490,0,0.070267253,1066,0,424,0,0,0,0,0,0,0,0,4,9,0,409,4,2,638,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA
1659,Senior IC,3,Operations,West,3524,198,0.15617631,2158,172,1366,26,0,1,0,70,101,0,0,0,23,10,1131,703,280,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
1681,Junior IC,2,G&A,South,6695,724,0.28468937,4915,677,1780,47,0,0,0,74,598,0,5,0,0,0,649,4123,46,97,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1683,Junior IC,2,G&A,South,3572,233,0.15813096,3090,227,482,6,0,0,0,119,104,0,4,0,0,0,462,2615,2,11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1684,Junior IC,2,G&A,South,3023,171,0.20026997,2755,158,268,13,0,0,0,44,83,10,21,0,0,0,892,1751,7,105,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1685,Manager,4,G&A,South,2419,731,0.1441599,2417,672,2,59,0,1,0,159,465,10,37,0,0,0,191,2198,9,19,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1686,Junior IC,2,G&A,South,5440,891,0.17695044,4278,820,1162,71,0,1,0,125,673,3,18,0,0,0,1165,3079,0,34,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1687,Junior IC,2,G&A,South,326,9,0.070479617,326,8,0,1,0,0,0,2,5,0,1,0,0,0,99,194,4,29,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1688,Support,1,G&A,South,4441,142,0.31360379,3809,138,632,4,0,0,0,47,90,0,1,0,1,0,1334,2316,34,124,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1689,Junior IC,2,G&A,South,2549,276,0.19300959,1845,258,704,18,0,0,0,107,112,13,26,2,0,9,406,1392,0,36,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1699,Junior IC,2,G&A,South,1536,0,0.17117301,1450,0,86,0,0,0,0,0,0,0,0,0,0,0,653,717,0,80,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1710,Junior IC,2,G&A,South,1078,154,0.11940827,934,96,144,58,0,1,0,18,76,0,1,0,0,0,68,858,2,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1718,Junior IC,2,G&A,South,1123,325,0.14319827,1123,290,0,35,0,0,0,58,201,10,21,0,0,0,276,839,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1720,Support,1,Operations,South,5491,76,0.30053154,5153,76,338,0,0,0,0,76,0,0,0,2,0,149,4268,342,385,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1723,Support,1,G&A,South,4846,28,0.35606542,4072,24,774,4,0,0,0,1,23,0,0,0,1,0,1450,2462,65,94,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1759,Manager,4,Operations,South,13237,0,0.28028652,12183,0,1054,0,0,0,0,0,0,0,0,0,0,0,11778,399,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1763,Support,1,G&A,South,6029,28,0.25818098,4145,28,1884,0,0,0,0,8,19,1,0,0,0,0,1838,2093,134,80,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1792,Senior IC,3,G&A,East,2449,0,0.13835593,2109,0,340,0,0,0,0,0,0,0,0,0,0,0,610,1456,43,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
1800,Support,1,Operations,East,9713,0,0.25838968,2477,0,7236,0,0,0,0,0,0,0,0,0,0,81,1150,368,851,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
1803,Support,1,G&A,South,7927,86,0.32035726,5879,84,2048,2,0,0,0,9,75,0,0,0,1,0,2390,3452,16,20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1804,Support,1,Operations,South,2105,426,0.086119682,1733,403,372,23,0,0,0,282,110,3,8,0,0,0,897,825,9,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1812,Support,1,Operations,South,1937,0,0.11670271,1733,0,204,0,0,0,0,0,0,0,0,0,0,0,1510,209,0,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1813,Support,1,Operations,South,3807,172,0.037675418,3413,162,394,10,3,0,0,154,5,0,0,17,1,0,3371,13,3,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1814,Support,1,G&A,South,924,11,0.038053587,820,11,104,0,0,0,0,0,11,0,0,0,0,0,206,606,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
1815,Junior IC,2,G&A,East,1243,0,0.064688005,787,0,456,0,0,0,0,0,0,0,0,0,0,3,44,707,5,28,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
1817,Manager,4,Operations,South,2938,328,0.13843694,2122,305,816,23,1,0,0,279,12,0,13,0,0,0,1774,345,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1818,Support,1,Operations,South,514,348,0.03966837,496,324,18,24,0,0,0,250,43,10,21,0,0,0,427,64,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
1976,Junior IC,2,G&A,East,7125,0,0.29292059,5317,0,1808,0,0,0,0,0,0,0,0,1,0,317,75,3597,1032,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
1992,Manager,4,Marketing,East,11887,0,0.30010805,7819,0,4068,0,0,0,0,0,0,0,0,0,0,1941,88,1012,4690,88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA
2010,Manager,4,G&A,East,5118,0,0.33944169,3882,0,1236,0,0,0,0,0,0,0,0,6,6,279,66,2725,521,279,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2017,Support,1,G&A,East,1068,0,0.09010718,820,0,248,0,0,0,0,0,0,0,0,0,0,67,22,580,132,19,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2076,Manager,4,G&A,East,10341,0,0.38134375,9067,0,1274,0,0,0,0,0,0,0,0,4,0,520,847,6098,1585,13,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2077,Manager,4,G&A,East,7350,0,0.36517757,5880,0,1470,0,0,0,0,0,0,0,0,0,426,97,175,3927,1068,187,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2079,Support,1,Sales,East,2336,470,0.16533242,1330,461,1006,9,142,3,3,5,3,37,268,0,0,465,49,140,670,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,84.830757
2168,Manager,4,Operations,East,4540,2014,0.40679848,3808,1594,732,420,110,20,56,676,54,44,634,44,0,459,1869,402,589,445,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
2198,Junior IC,2,Sales,East,1564,430,0.1201423,1296,400,268,30,5,3,357,5,3,26,1,0,0,0,86,822,388,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,156.3708
2204,Manager,4,Operations,East,18812,0,0.31120992,12204,0,6608,0,0,0,0,0,0,0,0,0,0,39,9994,1962,206,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
2205,Support,1,Operations,East,1956,0,0.10562685,1310,0,646,0,0,0,0,0,0,0,0,0,0,3,1190,91,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
2207,Support,1,Sales,East,760,1077,0.029102221,460,1035,300,42,199,2,8,9,2,24,791,0,0,0,1,14,445,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,28.230518
2216,Support,1,Operations,East,2582,0,0.2129806,1868,0,714,0,0,0,0,0,0,0,0,11,0,66,1300,118,271,102,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
2219,Junior IC,2,Operations,East,8748,0,0.25520658,6766,0,1982,0,0,0,0,0,0,0,0,22,0,395,4364,1009,923,53,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
2224,Junior IC,2,G&A,East,1130,0,0.074431762,1004,0,126,0,0,0,0,0,0,0,0,0,0,11,91,789,95,18,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2232,Support,1,Operations,East,11058,0,0.28374851,6474,0,4584,0,0,0,0,0,0,0,0,13,0,67,4162,536,1692,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
2233,Manager,4,G&A,East,6041,0,0.4454419,5055,0,986,0,0,0,0,0,0,0,0,0,4,188,661,3087,981,134,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2235,Junior IC,2,G&A,East,3576,0,0.21408615,2916,0,660,0,0,0,0,0,0,0,0,0,0,38,326,2238,303,11,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2244,Junior IC,2,G&A,East,4731,0,0.27604821,3657,0,1074,0,0,0,0,0,0,0,0,0,0,40,614,2445,550,8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2253,Junior IC,2,G&A,East,2633,0,0.17989366,2329,0,304,0,0,0,0,0,0,0,0,0,0,0,170,1970,189,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2292,Director,5,Sales,West,8567,370,0.33731475,6059,361,2508,9,1,1,3,1,6,106,243,93,212,379,374,530,4466,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,158.22342
2308,Junior IC,2,G&A,East,3479,0,0.16434383,2625,0,854,0,0,0,0,0,0,0,0,0,0,352,331,1288,645,9,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA
2309,Support,1,Operations,East,3141,0,0.21448535,2643,0,498,0,0,0,0,0,0,0,0,0,0,91,1537,568,427,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,NA
2336,Support,1,Sales,East,5625,1055,0.10833041,3203,1025,2422,30,199,2,9,15,2,56,742,0,0,48,77,287,2791,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,128.80426
2348,Junior IC,2,G&A,Central,1482,0,0.10019743,1350,0,132,0,0,0,0,0,0,0,0,0,6,5,26,1251,9,53,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA
2349,Director,5,Operations,West,4475,110,0.28191376,4055,87,420,23,0,1,0,37,46,3,0,7,404,40,1734,1534,334,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
2350,Manager,4,G&A,Southwest,10897,184,0.2444973,4355,165,6542,19,0,3,0,4,110,48,0,0,73,22,816,2345,1093,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA
2355,Manager,4,Operations,South,2422,24,0.090579607,2320,24,102,0,0,0,0,24,0,0,0,0,0,0,2156,164,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2356,Manager,4,Operations,South,3110,0,0.15814887,2728,0,382,0,0,0,0,0,0,0,0,0,0,0,2526,183,15,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2357,Manager,4,Operations,South,6365,37,0.20195314,5285,18,1080,19,0,0,0,18,0,0,0,0,0,0,4853,356,4,72,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2358,Manager,4,Operations,South,1875,25,0.067820452,1623,25,252,0,0,0,0,24,1,0,0,0,0,0,1470,131,0,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2359,Manager,4,Operations,South,1941,0,0.12399699,1839,0,102,0,0,0,0,0,0,0,0,0,0,0,1684,153,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2361,Support,1,Operations,South,598,0,0.021734932,580,0,18,0,0,0,0,0,0,0,0,0,0,0,578,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2362,Manager,4,Operations,South,4724,41,0.27230775,4724,22,0,19,0,0,0,22,0,0,0,0,0,234,4287,189,3,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2363,Support,1,Operations,South,3628,27,0.11802368,1972,27,1656,0,0,0,0,27,0,0,0,0,0,0,1795,169,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2365,Manager,4,Operations,South,1472,0,0.046372354,1344,0,128,0,0,0,0,0,0,0,0,0,0,0,1307,19,0,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2369,Manager,4,Operations,South,5079,0,0.13109966,3385,0,1694,0,0,0,0,0,0,0,0,0,0,0,3307,65,2,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2370,Support,1,Operations,South,2463,0,0.1530426,2449,0,14,0,0,0,0,0,0,0,0,0,0,14,2418,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2371,Support,1,Operations,West,2182,32,0.13928369,1770,32,412,0,0,0,0,32,0,0,0,5,11,59,1120,128,447,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
2372,Support,1,Operations,South,237,0,0.016430778,235,0,2,0,0,0,0,0,0,0,0,0,0,0,214,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2373,Support,1,Operations,South,6804,0,0.12173908,6372,0,432,0,0,0,0,0,0,0,0,0,0,0,6302,68,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2380,Support,1,G&A,South,533,0,0.046540897,531,0,2,0,0,0,0,0,0,0,0,0,0,0,188,342,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,NA
2381,Manager,4,Operations,South,2774,0,0.10110641,2446,0,328,0,0,0,0,0,0,0,0,0,0,47,2327,72,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2383,Manager,4,Operations,South,13122,63,0.22171436,12000,61,1122,2,0,0,0,60,1,0,0,0,0,0,11574,404,0,22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2384,Manager,4,Operations,South,4172,0,0.087574899,4114,0,58,0,0,0,0,0,0,0,0,0,0,0,4059,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2385,Support,1,Operations,South,3532,181,0.096836694,2622,179,910,2,2,0,0,165,6,2,4,3,0,2,2535,31,51,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2388,Support,1,Operations,South,2267,0,0.035475954,1891,0,376,0,0,0,0,0,0,0,0,0,0,0,1879,7,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2399,Support,1,Operations,South,5043,240,0.041495074,4419,240,624,0,3,0,0,230,7,0,0,0,0,0,4399,10,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2400,Support,1,Operations,South,3472,146,0.026159812,3084,136,388,10,3,0,0,127,6,0,0,0,0,0,3076,2,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2401,Support,1,Operations,South,1548,0,0.06922698,1486,0,62,0,0,0,0,0,0,0,0,0,0,1,1308,64,109,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2402,Support,1,Operations,South,3156,0,0.022819128,2858,0,298,0,0,0,0,0,0,0,0,1,0,0,2857,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2403,Support,1,Operations,South,21405,396,0.089284286,7673,374,13732,22,4,0,0,363,7,0,0,36,0,0,7589,20,19,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2404,Support,1,Operations,South,2670,0,0.028281806,2482,0,188,0,0,0,0,0,0,0,0,1,0,0,2471,8,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2405,Support,1,Operations,South,3405,0,0.068220742,2773,0,632,0,0,0,0,0,0,0,0,0,0,0,2655,0,115,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2406,Manager,4,Operations,South,7720,954,0.26958749,7418,887,302,67,8,0,0,796,76,7,0,17,0,1,6687,634,51,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2407,Support,1,Operations,South,3094,220,0.048244838,2882,220,212,0,2,0,0,213,5,0,0,3,0,0,2863,13,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2408,Support,1,Operations,South,2016,0,0.040627435,1848,0,168,0,0,0,0,0,0,0,0,1,0,0,1832,7,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2409,Support,1,Operations,South,2888,0,0.024736444,2638,0,250,0,0,0,0,0,0,0,0,0,0,0,2630,6,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2410,Support,1,Operations,South,2459,197,0.033578467,2251,197,208,0,4,0,0,190,3,0,0,0,0,0,2247,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2411,Support,1,Operations,South,1943,2,0.035436835,1831,2,112,0,0,0,0,2,0,0,0,0,0,0,1803,11,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2412,Support,1,Operations,South,4887,180,0.064624555,4287,178,600,2,1,0,0,170,7,0,0,6,0,0,4035,13,233,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2414,Support,1,Operations,South,2575,202,0.015546661,2381,192,194,10,3,0,0,184,5,0,0,4,0,0,2365,4,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2415,Support,1,Operations,South,1801,213,0.064257719,1783,203,18,10,3,0,0,195,5,0,0,4,0,0,1756,9,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2417,Support,1,Operations,South,3771,0,0.039928775,3467,0,304,0,0,0,0,0,0,0,0,1,0,0,3450,11,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2418,Support,1,Operations,South,1110,131,0.021655876,1084,131,26,0,2,0,0,124,5,0,0,0,6,0,1076,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2419,Support,1,Operations,South,3133,141,0.030083962,2843,131,290,10,3,0,0,123,5,0,0,2,0,0,2834,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2420,Support,1,Operations,South,4044,241,0.034441691,3772,231,272,10,2,0,0,223,6,0,0,0,0,0,3756,2,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2421,Support,1,Operations,South,3146,400,0.091722153,2892,386,254,14,4,0,0,333,49,0,0,3,0,0,2689,182,14,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2422,Support,1,Operations,South,1597,0,0.022502588,1541,0,56,0,0,0,0,0,0,0,0,0,0,0,1539,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2423,Support,1,Operations,South,2863,178,0.02630773,2643,178,220,0,2,0,0,170,6,0,0,0,0,0,2635,1,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2424,Support,1,Operations,South,2594,191,0.033635337,2492,191,102,0,3,0,0,182,6,0,0,0,0,2,2473,1,16,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2425,Support,1,Operations,South,2140,0,0.01560167,2028,0,112,0,0,0,0,0,0,0,0,4,0,0,2020,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2426,Support,1,Operations,South,1330,19,0.035531022,1136,12,194,7,0,0,0,12,0,0,0,5,0,0,1105,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2427,Support,1,Operations,South,26061,0,0.077056721,5371,0,20690,0,0,0,0,0,0,0,0,53,0,2,5261,5,50,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2428,Support,1,Operations,South,1576,142,0.014828802,1524,142,52,0,1,0,0,137,4,0,0,0,0,0,1522,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2429,Support,1,Operations,South,4064,307,0.075738281,3420,291,644,16,5,0,0,272,11,1,2,19,0,0,3375,2,16,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2430,Support,1,Operations,South,5703,0,0.090964869,3291,0,2412,0,0,0,0,0,0,0,0,0,0,0,3235,8,48,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2432,Support,1,Operations,South,2471,82,0.092936449,2005,82,466,0,1,0,1,71,3,6,0,0,0,0,1977,8,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2433,Support,1,Operations,South,2792,19,0.07936883,2320,19,472,0,0,0,0,18,1,0,0,0,0,0,2299,15,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2434,Support,1,Operations,South,4505,10,0.14046121,2239,10,2266,0,0,0,0,9,1,0,0,0,0,160,1935,96,44,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2653,Manager,4,Operations,West,2549,142,0.19200061,2549,140,0,2,1,3,0,101,28,7,0,6,98,66,1867,195,309,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
2654,Manager,4,Operations,West,7141,19,0.11399233,2505,19,4636,0,0,0,1,18,0,0,0,2,45,25,1804,44,585,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA
2657,Support,1,Operations,South,3483,135,0.086708844,2563,86,920,49,0,0,0,80,4,0,2,0,0,0,1997,421,2,143,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2724,Support,1,Operations,South,5855,87,0.093142428,3815,87,2040,0,0,0,0,82,5,0,0,0,0,0,3723,70,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2780,Support,1,Operations,South,988,0,0.014722554,962,0,26,0,0,0,0,0,0,0,0,0,0,0,959,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2781,Support,1,Operations,South,557,0,0.00439554,541,0,16,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2783,Support,1,Operations,South,558,0,0.005285166,546,0,12,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
2785,Support,1,Operations,South,627,0,0.005549768,609,0,18,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,NA
